,user_ID,song_name,song_ID,artists,danceability,energy,valence,acousticness,loudness,mode,speechiness,tempo,instrumentalness,meditation/relaxation music,rating
53,1076,Veni Pebeta - Remasterizado,7IP5SZ3br2KrmaU4zVvUGk,['Ignacio Corsini'],0.396,0.246,0.6679999999999999,0.99,-21.15,1,0.0565,63.823,0.893,True,6
54,1009,Rhapsody in Blue (for piano 4 hands),0g1SxfmgprLJXsBQ40pIYM,['Dombrova Piano Duo'],0.3720000000000001,0.0909,0.101,0.984,-24.959,1,0.0557,71.866,0.8540000000000001,True,6
55,1275,Gemi Kalkar Sular Aka,0u2QMHIKMviLxV4afomuiP,['Bayan Sultan'],0.382,0.222,0.515,0.992,-14.032,1,0.0712,80.039,0.902,True,6
56,1051,El Borracho - Remasterizado,1uyUvOCTgWNn1cnQBclT5B,['Francisco Canaro'],0.3,0.369,0.647,0.996,-13.854,1,0.0598,71.88,0.948,True,7
57,1473,La Mina del Ford - Remasterizado,2WTtJDfCUjAyCZHRSfCLDn,['Ignacio Corsini'],0.0,0.0258,0.0,0.996,-24.894,1,0.0,0.0,0.768,True,9
58,1147,Nebe Aye Shyama Nebe Aye,3T8yr5lt6QxomDUG9CIkrt,['Bijoylal Mukherjee'],0.301,0.312,0.715,0.995,-14.995,1,0.0527,68.673,0.916,True,6
59,1089,Oh Mujer Mujer - Remasterizado,5tQsQaMquCXBREb1FNymi7,['Francisco Canaro'],0.0,0.315,0.0,0.996,-15.969,0,0.0,0.0,0.956,True,3
60,1244,Para Usted Mi Nenita - Remasterizado,693026zJdM7qLpwGAcAloy,['Francisco Canaro'],0.394,0.375,0.6920000000000001,0.996,-16.496,1,0.0437,83.214,0.901,True,5
61,1146,Tonight I Shall Sleep,1bQ2BR5kCUrnvuTgfDwdiZ,['Duke Ellington'],0.183,0.141,0.16,0.975,-14.981,1,0.0363,81.125,0.833,True,3
62,1306,Engualichaste Mi Corazón - Remasterizado,1cTfZCuDHR0hyurrY8McD4,['Ignacio Corsini'],0.32,0.1689999999999999,0.46,0.992,-23.69400000000001,0,0.053,118.373,0.98,True,1
63,1175,"Carmen, 17, Acte 3: ""Entracte""",36DjPq4xxE6PFx8LQIXzBr,['Georges Thill'],0.1669999999999999,0.163,0.126,0.965,-15.896,1,0.0445,73.344,0.928,True,1
64,1045,El Centenario - Remasterizado,3MXw4DICWE6vmEE3n9cZ0I,['Ignacio Corsini'],0.392,0.0474,0.469,0.986,-27.093000000000004,0,0.0397,63.757,0.888,True,3
65,1297,Extracts from the Ballet-Suite Scherazada - Remaster,3gsHRi7WxGqzAd7kIPKyFy,['American Concert Orchestra'],0.116,0.178,0.0377,0.991,-21.844,0,0.0427,83.15799999999999,0.804,True,3
66,1157,Un Triste Despertar - Remasterizado,4AUS8NJUzqXcGLOpZeY27v,['Ignacio Corsini'],0.381,0.075,0.52,0.995,-25.665,1,0.0586,82.714,0.917,True,6
67,1035,Acordes - Remasterizado,0GaWz2dar8OB737eQA31Hy,['Ignacio Corsini'],0.395,0.245,0.8320000000000001,0.995,-22.87,1,0.0555,114.199,0.931,True,4
68,1200,Carmen : Acte III - entracte,0Uw7D9i1mjDuW3ZphqiVgz,"['Orchestre Piero Coppola', 'Piero Coppola']",0.318,0.1369999999999999,0.443,0.961,-18.698,1,0.0477,122.059,0.888,True,4
69,1016,"Parsifal, WWV 111: The Flower Maidens - Excerpt",0WYfplATC0zj9ucvRgR0HR,"['Richard Wagner', 'Mitglieder der Staatskapelle Berlin', 'Max von Schillings']",0.342,0.183,0.109,0.985,-16.968,1,0.0428,118.22,0.8059999999999999,True,2
70,1394,Cavalleria rusticana: Intermezzo sinfonico,0siOTxYah5UhSYEgeb6HY6,"['Pietro Mascagni', 'Staatskapelle Berlin']",0.204,0.142,0.0431,0.929,-17.173,1,0.0481,82.853,0.889,True,1
71,1051,Carmen : Acte II - Entracte,1ej75pMadMT6Lf1iZxjouE,"['Orchestre Piero Coppola', 'Piero Coppola']",0.186,0.0804,0.091,0.988,-23.683000000000003,1,0.0424,95.728,0.5539999999999999,True,3
72,1350,Carmen : Acte IV - Voici le quadrille (Marche et choeur),1gxLpX0nv44CCAYEVEW3ER,"['Orchestre Piero Coppola', 'Ch&#339;ur Piero Coppola', 'Piero Coppola']",0.396,0.201,0.507,0.99,-17.487000000000002,1,0.0569,120.615,0.85,True,7
73,1442,Carmen : Acte I - Que se passe-t-il donc là bas? (Choeur),1r8rWlAH6MZx1gVgbu3VEv,"['Orchestre Piero Coppola', 'Ch&#339;ur Piero Coppola', 'Piero Coppola']",0.377,0.271,0.362,0.993,-15.56,0,0.114,79.192,0.755,True,1
74,1118,Carmen : Ouverture,1uWVB0T4cMGAsy63FN8yNA,"['Orchestre Piero Coppola', 'Ch&#339;ur Piero Coppola', 'Piero Coppola']",0.349,0.189,0.311,0.992,-16.039,0,0.0555,122.565,0.82,True,9
75,1045,"Chopin: Nocturne No. 1 in B-Flat Minor, Op. 9 No. 1",1304PIuqEVZBveqAVJ7K6b,"['Frédéric Chopin', 'Arthur Rubinstein']",0.313,0.0215,0.0675,0.984,-21.538,1,0.0441,75.829,0.913,True,6
76,1283,"Prelude in in B Minor, Op. 28, No. 6",0UXtIindEK8abNG0ys4wnN,"['Frédéric Chopin', 'Vladimir Horowitz']",0.28,0.005,0.0708,0.991,-40.083,1,0.0363,83.806,0.809,True,3
77,1393,"Chopin: Nocturne No. 3 in B Major, Op. 9 No. 3",1cDzoKTbFscFFFAVpTJlYR,"['Frédéric Chopin', 'Arthur Rubinstein']",0.358,0.0278,0.178,0.986,-25.593000000000004,1,0.0361,76.984,0.925,True,6
78,1192,"Chopin: Nocturne No. 5 in F-Sharp Major, Op. 15 No. 2",68V8M5AKpDfJAaP7fV5IWR,"['Frédéric Chopin', 'Arthur Rubinstein']",0.316,0.0333,0.0771,0.99,-20.756,1,0.0411,90.64,0.573,True,5
79,1336,"Chopin: Nocturne No. 8 in D-Flat Major, Op. 27 No. 2",3Q4Cf584F8F0sa1v0CIuho,"['Frédéric Chopin', 'Arthur Rubinstein']",0.366,0.0279,0.1,0.989,-23.36,1,0.0373,95.356,0.8859999999999999,True,8
80,1246,"Chopin: Nocturne No. 10 in A-Flat Major, Op. 32 No. 2",5OZdkwHjoN0HfhFJjSy6b6,"['Frédéric Chopin', 'Arthur Rubinstein']",0.3229999999999999,0.119,0.215,0.993,-16.305999999999994,1,0.0497,76.278,0.868,True,4
81,1239,Allegretto in A-Flat Major,2rwEFYP6zqfQXD0dqbqwZl,"['Frédéric Chopin', 'Vladimir Horowitz']",0.269,0.0827,0.0612,0.993,-24.994,1,0.0374,124.069,0.927,True,8
82,1231,Allegro con fuoco,4XBWKuOISkknpwgvux1xmo,"['Frédéric Chopin', 'Vladimir Horowitz']",0.241,0.1369999999999999,0.242,0.945,-19.618,0,0.0284,87.03299999999999,0.865,True,9
83,1019,"Chopin: Nocturne No. 7 in C-Sharp Minor, Op. 27 No. 1",0UNN2MwONHDnyTId3akebe,"['Frédéric Chopin', 'Arthur Rubinstein']",0.308,0.0176,0.141,0.987,-18.098,1,0.0356,81.04,0.929,True,5
84,1125,"Chopin: Nocturne No. 13 in C Minor, Op. 48 No. 1",0yanoRKQsbN1vObKz3OQpU,"['Frédéric Chopin', 'Arthur Rubinstein']",0.295,0.0646,0.0589,0.981,-21.6,1,0.0475,74.429,0.845,True,1
85,1358,"Chopin: Nocturne No. 12 in G Major, Op. 37 No. 2",1JQJisbyySFbJVQtNiUGAH,"['Frédéric Chopin', 'Arthur Rubinstein']",0.334,0.0435,0.0637,0.994,-23.385,0,0.0435,59.179,0.929,True,2
86,1074,"Chopin: Nocturne No. 4 in F Major, Op. 15 No. 1",739ilst05HjyFKN08Y3TeE,"['Frédéric Chopin', 'Arthur Rubinstein']",0.274,0.0253,0.101,0.99,-20.313,1,0.0363,81.955,0.892,True,3
87,1266,"Chopin: Nocturne No. 14 in F-Sharp Minor, Op. 48 No. 2",1qWPhQVc84Wro5UZ0I16sD,"['Frédéric Chopin', 'Arthur Rubinstein']",0.274,0.0192,0.15,0.991,-26.425,1,0.0386,71.367,0.905,True,4
88,1325,Goodbye,3yQQfTwnX90jjxaNJA90TL,['Benny Goodman'],0.223,0.332,0.0383,0.984,-9.581,1,0.043,62.153,0.853,True,5
89,1035,"Mazurka in C-Sharp Minor, Op. 50, No. 3",1PLnuNknKSwdtxClF3r0qH,"['Frédéric Chopin', 'Vladimir Horowitz']",0.233,0.0867,0.305,0.994,-19.924,0,0.04,66.321,0.911,True,4
90,1329,"Chopin: Nocturne No. 17 in B Major, Op. 62 No. 1",5qfHstWgcvhatuB9QpuRrL,"['Frédéric Chopin', 'Arthur Rubinstein']",0.325,0.0308,0.115,0.992,-22.827,1,0.0428,58.515,0.933,True,6
91,1022,"Chopin: Nocturne No. 18 in E Major, Op. 62 No. 2",2NAjEPj7jEEKV3Kcu4EYWY,"['Frédéric Chopin', 'Arthur Rubinstein']",0.301,0.0849,0.105,0.988,-18.984,0,0.0394,84.455,0.908,True,7
92,1232,"Nocturne in E-Flat Major, Op. 9, No. 2",45hgghuFZ5vorqP3eVV9Fz,"['Frédéric Chopin', 'Vladimir Horowitz']",0.332,0.0584,0.109,0.989,-24.279,1,0.0394,97.994,0.9,True,8
93,1483,"Chopin: Nocturne No. 19 in E Minor, Op. Posth. 72 No. 1",4eKPhD2rDsqQ8vr7F63ykA,"['Frédéric Chopin', 'Arthur Rubinstein']",0.265,0.0319,0.19,0.988,-21.779,1,0.0406,70.59100000000002,0.931,True,3
94,1079,"Chopin: Scherzo No. 1 in B Minor, Op. 20",0CnAeB785ldFfC1TBNEQ9I,"['Frédéric Chopin', 'Arthur Rubinstein']",0.33,0.0751,0.113,0.992,-21.187,0,0.0407,74.86,0.889,True,8
95,1065,"Ballade No. 1 in G Minor, Op. 23",0bIl07xePQKNUUaF9GQHIl,"['Frédéric Chopin', 'Vladimir Horowitz']",0.297,0.162,0.086,0.988,-19.669,0,0.0417,78.426,0.873,True,6
96,1133,"Chopin: Barcarolle in F-Sharp Major, Op. 60",2bIkejlylgbHGXa2WLYzSy,"['Frédéric Chopin', 'Arthur Rubinstein']",0.353,0.0949,0.0909,0.992,-17.776,1,0.0371,78.628,0.878,True,6
97,1179,"Chopin: Berceuse in D-Flat Major, Op. 57",67EDgdsijn1eAJFbQs4rUF,"['Frédéric Chopin', 'Arthur Rubinstein']",0.319,0.0543,0.182,0.986,-25.734,1,0.0436,80.616,0.972,True,5
98,1448,"Chopin: Andante spianato et Grande polonaise brillante, Op. 22 (Solo Piano Version)",6K7MQF9gCm2MXgizHBjUrE,"['Frédéric Chopin', 'Arthur Rubinstein']",0.391,0.0953,0.0635,0.985,-20.215,1,0.0357,78.181,0.88,True,6
99,1123,"Lento, ma non troppo",1vkaX4ONg3XZ84q3R8U8qe,"['Frédéric Chopin', 'Vladimir Horowitz']",0.264,0.0715,0.128,0.989,-24.0,1,0.0349,79.63,0.841,True,8
100,1048,Overture,2Jhs2ZeFFA2mXDjz9Vaq3V,"['Show Boat Orchestra (1962)', 'Franz Allers']",0.237,0.3,0.153,0.936,-10.423,1,0.0345,122.531,0.916,True,5
101,1075,Finale Act II: Ol' Man River (Reprise),58p6fdWRd6O74qE681xdFc,"['William Warfield', 'The Merrill Staton Choir']",0.294,0.397,0.417,0.976,-9.63,1,0.0339,77.937,0.57,True,8
102,1415,"Étude in E Minor, Op. 25, No. 5",5q4vHS4BJswbXeq9NUkkF9,"['Frédéric Chopin', 'Vladimir Horowitz']",0.366,0.0563,0.13,0.979,-25.706,1,0.0393,108.023,0.8959999999999999,True,6
103,1061,"Humoreske, Op. 20: Hastig",01ac4lVxoX1fqy06BwlkPc,"['Robert Schumann', 'Vladimir Horowitz']",0.286,0.109,0.301,0.991,-19.549,1,0.0336,82.44,0.911,True,4
104,1241,"Mazurka in B-Flat Minor, Op. 24, No. 4",03o8T24WR95iIF8IVLQkxU,"['Frédéric Chopin', 'Vladimir Horowitz']",0.313,0.0731,0.0787,0.996,-19.53,0,0.04,101.228,0.899,True,3
105,1469,Le maschere: Overture - Excerpt,0CrLahmXy7CUCsWUDc5QeM,"['Pietro Mascagni', 'Mitglieder der Staatskapelle Berlin']",0.296,0.3,0.54,0.956,-17.072,1,0.0499,78.262,0.895,True,1
106,1475,"Nocturne in F-Sharp Major, Op. 15, No. 2",0DyDdbyUL59ocP5bqDlk3E,"['Frédéric Chopin', 'Vladimir Horowitz']",0.246,0.123,0.047,0.98,-18.687,1,0.0332,80.01899999999998,0.721,True,5
107,1175,"Sonata, Op. 26, No. 2 in F-Sharp Minor: I. Piuttosto allegro con espressione",0EQxUUdD08A9q6YOXFCibU,"['Muzio Clementi', 'Vladimir Horowitz']",0.271,0.0428,0.139,0.994,-28.673,0,0.0398,84.23700000000002,0.867,True,3
108,1109,"Piano Sonata in E-Flat Minor, Op. 26: I. Allegro energico",0Eh4am6TElBKTbU4THjl6t,"['Samuel Barber', 'Vladimir Horowitz']",0.141,0.263,0.0519,0.987,-19.383,1,0.0368,69.11,0.898,True,1
109,1093,"Sonata No. 3, Op. 23 in F-Sharp Minor: IV. Presto con fuoco; Meno mosso",0Ej3jxkJli8EbfcRBp4Brr,"['Alexander Scriabin', 'Vladimir Horowitz']",0.319,0.155,0.0488,0.996,-18.728,1,0.036,66.947,0.917,True,6
110,1382,"""Jubel"" - Overture, Op. 59",0F3HecwuDrikMzDckluvIN,"['Carl Maria von Weber', 'Berliner Philharmoniker', 'Hans Pfitzner']",0.253,0.287,0.144,0.98,-13.996,1,0.0453,70.658,0.901,True,5
111,1364,"Mazurka in B-Flat Minor, Op. 24, No. 4",0G2Sgpua9sNtUZlEpQJfYz,"['Frédéric Chopin', 'Vladimir Horowitz']",0.249,0.0905,0.0791,0.996,-17.755,0,0.0409,63.633,0.926,True,4
112,1388,Should I,3sk6TBYYT4IhOcR0cnZBpT,['James Piano Bar'],0.331,0.178,0.833,0.993,-20.22,1,0.0507,70.822,0.97,True,5
113,1121,"Concerto for Piano and Orchestra No. 2 in C Minor, Op. 18: I. Moderato - Piu vivo - Maestoso - Moderato",3Fl5dStZ1KRapkIGigLpuQ,"['Sergei Rachmaninoff', 'Leopold Stokowski']",0.226,0.0756,0.0859,0.97,-22.419,0,0.0349,75.11,0.873,True,6
114,1406,"Concerto for Piano and Orchestra No. 2 in C Minor, Op. 18: II. Adagio sostenuto",5T9i4xNUH4NOqHHfY5mi6i,"['Sergei Rachmaninoff', 'Leopold Stokowski']",0.172,0.0551,0.0432,0.97,-26.9,1,0.0347,95.957,0.8490000000000001,True,4
115,1374,No Me Abandones - Remasterizado,01Ec9XLC6ZMNAK9KuQFMZh,['Ignacio Corsini'],0.347,0.288,0.73,0.995,-19.269,1,0.0343,64.835,0.906,True,8
116,1051,La Yerra - Remasterizado,0kANpMBuPKEJELYjiSxpPE,['Ignacio Corsini'],0.384,0.234,0.701,0.992,-24.497,1,0.0912,83.67399999999998,0.797,True,6
117,1111,Poema de Amor - Remasterizado,0kll9PYaGJwsR8nz5kZgmu,"['Francisco Canaro', 'Charlo']",0.318,0.208,0.62,0.994,-14.275,1,0.0566,77.403,0.88,True,2
118,1251,"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2",7CIoJE0JfVFcmmUY3fFojH,"['Franz Liszt', 'Vladimir Horowitz']",0.349,0.326,0.168,0.987,-15.347,1,0.0551,80.233,0.8859999999999999,True,9
119,1411,"Consolation No. 3 in D-Flat Major, S. 172/3",66QFC1l8Oe1bKSLdZYwr9B,"['Franz Liszt', 'Vladimir Horowitz']",0.269,0.00856,0.0808,0.991,-29.686,1,0.0367,70.131,0.913,True,2
